animal,EBV_NINT1,EBV_MTPN1,EBV_MUNY1,EBV_NINT2+,EBV_MTPN2+,EBV_MUNY2+,Reliability_NINT1, Reliability_MTPN1, Reliability_MUNY1, Reliability_NINT2+, Reliability_MTPN2+, Reliability_MUNY2+
179,0.00445069,-0.00038797,0.06998276,0.00315708,-0.00070956,0.11835003,0.43063102,0.37661362,0.41082968,0.40455174,0.36255116,0.39086806
180,-0.02291399,-0.00644738,0.09113608,-0.0223304,-0.00891684,0.10216666,0.40481805,0.34510515,0.37392759,0.40339962,0.35914149,0.37735457
181,0.01286509,0.00596873,0.10968278,0.0195595,0.00582972,-0.00443098,0.4608487,0.3820075,0.40617685,0.47756186,0.41924676,0.42806435
182,-0.02031206,0.00208587,-0.06680242,-0.01916115,0.00631597,0.00071536,0.52523755,0.42422429,0.46972743,0.539323,0.46300987,0.49015986
183,-0.00237278,0.00048468,-0.03382793,0.00565074,0.00433526,-0.01194445,0.34936784,0.31430885,0.331765,0.33297937,0.3047873,0.31935278
184,0.01298387,-0.00026046,-0.10061962,0.0100805,-0.00061115,-0.11058444,0.44703841,0.35921731,0.38412875,0.47185785,0.40900088,0.41567774
185,-0.00223849,-0.00407376,-0.02070089,-0.00917659,-0.00474988,0.07360704,0.44208198,0.36821259,0.39870272,0.43403541,0.37597649,0.39632398
186,-0.00681015,0.0016884,0.07659136,-0.00485683,0.00259492,0.1347537,0.48043878,0.39898314,0.4334995,0.48688453,0.42503818,0.444159
187,-0.0001846,0.0005956,0.08906082,0.0030637,-0.00106269,-0.00491436,0.49175528,0.38428552,0.42304876,0.52795513,0.45351902,0.46677121
188,-0.00451394,-0.00584207,-0.27385143,0.00123879,-0.00429973,-0.32414811,0.47775354,0.38852765,0.42149383,0.49873182,0.43493565,0.44996214
189,0.00237883,-0.00218278,-0.13861971,-0.00272719,-0.00437628,-0.19289721,0.36959288,0.32154493,0.33826535,0.37964516,0.34263442,0.34826724
190,-0.00959453,-0.0024002,-0.02200466,-0.0140218,-0.0042433,-0.02640253,0.3439484,0.2551661,0.28215348,0.36361137,0.30121712,0.3113034
191,0.00832526,0.00493464,0.14036202,0.00044108,0.00510856,0.29394276,0.53407369,0.45037165,0.49187745,0.53258997,0.46853649,0.49459565
192,-0.00352529,0.00512076,-0.18997538,-0.00342031,0.00653742,-0.34588024,0.52268699,0.39174022,0.45247239,0.52250734,0.41618032,0.46435095
193,-0.01381015,-0.00161179,0.14668443,-0.01598326,-0.00592808,0.09330119,0.47797084,0.36614757,0.41376413,0.48522158,0.39877818,0.42868756
194,-0.01837256,-0.01022732,-0.12732898,-0.0266937,-0.01345055,-0.0694143,0.39480392,0.35049071,0.38054823,0.38461495,0.35188441,0.37293884
195,0.00639178,0.00307557,0.00362107,0.00520462,0.00339082,-0.01008916,0.32815478,0.24368357,0.26892485,0.35461129,0.29750242,0.30336213
196,-0.00990226,0.00478342,0.11722847,0.00403777,0.00393368,-0.07098348,0.56131553,0.4491429,0.49785787,0.57956693,0.49475879,0.52436195
197,-0.02304913,-0.00013082,0.20648076,-0.01640925,-0.00097676,0.16508073,0.43326228,0.35213841,0.38848939,0.41210788,0.34542665,0.37369412
198,0.00246779,0.00328648,0.13884212,0.00264077,0.00359324,0.18805904,0.4656063,0.34072302,0.38766512,0.49746615,0.4115767,0.43339745
199,0.02096118,0.00896317,-0.01691095,0.02372074,0.0118474,-0.03394643,0.5177384,0.408126,0.46626318,0.51851621,0.43510693,0.47463503
200,0.01422268,0.00066697,-0.07262426,0.02118318,0.00027557,-0.19817584,0.41652955,0.34871363,0.3763582,0.39858884,0.34177329,0.36336897
201,0.01013992,0.00499747,-0.03863175,0.00835371,0.00596187,-0.06362886,0.4778957,0.41470909,0.44208772,0.47205362,0.4198028,0.43773444
202,-0.00518655,-0.0007066,0.07613626,0.00578909,0.00086855,0.03969265,0.542786,0.44605896,0.49164015,0.5463131,0.46846464,0.49797772
203,-0.01178726,0.00391207,0.14170608,-0.00277194,0.00363505,0.04206014,0.42206914,0.38204173,0.40376597,0.4097317,0.37734521,0.39316886
204,-0.00112249,0.00924475,0.42335114,-0.00123318,0.01233792,0.60257785,0.47396348,0.40177102,0.43783742,0.46691756,0.4137474,0.4373973
205,0.00907766,0.00130436,-0.09574754,0.01464923,0.00328825,-0.144502,0.37879735,0.26836303,0.31006276,0.40325322,0.32864414,0.35066708
206,0.00308511,-0.00409646,0.06555179,0.00423356,-0.00288084,0.1913842,0.45167391,0.40283514,0.4173994,0.46649462,0.43118969,0.43409239
207,-0.01866011,0.0001071,0.12788821,-0.0134752,0.00169602,0.16079166,0.48236734,0.37511335,0.41133491,0.50055918,0.41811354,0.43660897
208,-0.014392,0.00354707,0.5305436,-0.01314392,0.00204615,0.68225177,0.45956546,0.3827887,0.41396283,0.47201105,0.41640852,0.4346929
209,-0.008905,0.0004131,0.05873646,-0.00804121,0.00233823,0.12424031,0.48819614,0.38629778,0.42550379,0.50973705,0.43829745,0.45831929
210,-0.01672727,-0.01164287,-0.19841513,-0.02417619,-0.01483606,-0.15776858,0.45870771,0.38794177,0.42565796,0.44894527,0.39569515,0.42125579
211,-0.00089101,-0.00196292,-0.02843063,-0.00098276,-0.00196641,0.02584513,0.39588563,0.3295043,0.35238409,0.39876987,0.34655463,0.35788337
212,0.0086986,0.00479097,-0.08259668,0.01420867,0.00508163,-0.28417599,0.51933479,0.40851063,0.45345146,0.53166718,0.44602271,0.47529084
213,-0.01446555,-0.00450259,0.03223898,-0.01382423,-0.00557265,0.05625928,0.37143011,0.28373176,0.31740132,0.39016899,0.32932927,0.34406714
214,-0.00052965,0.00250488,0.0084863,-0.00454411,0.00387522,0.10444453,0.43416816,0.36305945,0.39297064,0.43435501,0.37877289,0.39627638
215,-0.01512001,0.00514628,0.14533931,-0.00930256,0.00794882,0.16050903,0.42432069,0.36242125,0.38967262,0.42863706,0.38432733,0.39848108
216,0.02386062,0.00334528,-0.16258016,0.03184095,0.00465342,-0.33730405,0.43700559,0.37088776,0.39607851,0.42836435,0.37504182,0.3926399
217,0.03347358,0.00326187,-0.24338896,0.04276874,0.00498811,-0.40194651,0.45623288,0.42091403,0.43889317,0.42871281,0.39478141,0.41309867
218,0.00859806,0.01074542,0.17334953,0.01801051,0.01619678,0.2073029,0.43372434,0.33788792,0.37884518,0.44589357,0.37667801,0.40004198
219,-0.00687293,-0.00627856,-0.08220166,-0.01293234,-0.01181766,-0.17211955,0.47421811,0.35032408,0.39200532,0.50246493,0.41159869,0.43062074
220,0.00548424,-0.00208101,-0.12729597,0.0072481,0.00100989,-0.03803103,0.54185532,0.44463625,0.4919254,0.54742847,0.47290478,0.50204372
221,0.0068566,0.00068268,-0.11993843,0.00293479,0.0011424,-0.11535686,0.45378139,0.38029159,0.40944068,0.4732417,0.4204009,0.43209938
222,-0.01254823,0.00137426,0.17566408,-0.01117829,-0.00038523,0.16138506,0.50269295,0.38159428,0.42638894,0.53050775,0.44454379,0.46729822
223,-0.0072677,0.00039929,-0.10034837,-0.00167264,0.00324344,-0.12993114,0.37103797,0.33009372,0.35013287,0.35053437,0.31780651,0.33501301
224,-0.00210345,0.00171221,0.0456701,0.00388002,0.00078069,-0.03874034,0.42336702,0.34318138,0.37225646,0.44321456,0.38708583,0.40024453
225,0.00625085,-0.00209337,-0.16043782,0.00274992,-0.00301257,-0.18618086,0.38211313,0.30091272,0.33517942,0.36998825,0.30612234,0.33076752
226,-0.00826494,-0.00216504,-0.26687929,-0.01525202,-0.00010647,-0.23276577,0.32074117,0.23133345,0.25520393,0.33598499,0.27133003,0.2793444
227,0.0151026,0.00457859,0.14804637,0.02011997,0.00666664,0.20481492,0.40365659,0.35407596,0.37717599,0.373915,0.32928687,0.35145173
228,0.01304656,-0.00359455,-0.30326711,0.01310167,-0.00316853,-0.3216004,0.31305432,0.28631678,0.30271842,0.32230867,0.30526902,0.31153204
229,0.00907176,-0.00130924,-0.2131915,0.005848,-0.00249513,-0.28002485,0.38561279,0.30058946,0.33524524,0.38193005,0.31740893,0.33947586
230,-0.00070553,-0.00034713,-0.0974974,0.00376682,0.00013148,-0.14067148,0.4371075,0.394147,0.41566724,0.42304538,0.387547,0.40376697
231,-0.0229021,0.00123999,0.30188996,-0.02048599,0.00024131,0.3989183,0.47820859,0.39200466,0.42731271,0.48957066,0.42792406,0.44928804
232,-0.00575862,0.00516186,0.20289958,-0.00371296,0.00788453,0.26440878,0.41177153,0.34679384,0.37321091,0.40230823,0.35137684,0.36989767
233,0.00074422,0.00029756,0.05355208,0.00566161,0.0005283,0.04187657,0.29430336,0.19723408,0.22874492,0.30785653,0.23917217,0.2564708
234,-0.00114907,-0.0009283,-0.06551484,0.00720454,0.00098723,-0.15802561,0.45976425,0.40188184,0.42697868,0.45386386,0.40797607,0.4244866
235,-0.01285975,-0.00263352,-0.02078282,-0.00860957,-0.00282888,-0.10251482,0.40277999,0.3295468,0.3741297,0.38908549,0.33744467,0.36818081
236,0.02856555,0.00764252,-0.00480521,0.04102461,0.0088728,-0.2035008,0.44781157,0.39194229,0.41794232,0.43232114,0.38674484,0.40806899
237,0.01850897,0.00644203,-0.06936952,0.02400307,0.00681381,-0.24255554,0.40710893,0.3508984,0.3858027,0.37747489,0.3350017,0.36526432
238,0.01091257,0.00300031,-0.00232203,0.01939939,0.00456087,-0.06535737,0.5318862,0.41095089,0.45537529,0.55798898,0.47139033,0.49599188
239,0.00382735,-0.00464347,-0.07844207,-0.00051177,-0.00698166,-0.06100648,0.40955099,0.28720945,0.33187828,0.43132025,0.34547043,0.37005949
240,-0.01313554,-0.00434913,-0.19029069,-0.01233493,-0.00229851,-0.17267025,0.40746968,0.35405981,0.37353486,0.41803314,0.37881616,0.38596757
241,-0.01833395,-0.00128598,0.18285001,-0.0190511,-0.00405237,0.19581729,0.40214987,0.36390251,0.38368498,0.39498634,0.36665002,0.37967057
242,0.01687645,0.00447043,0.03462849,0.02665327,0.00831498,0.00116893,0.42717,0.33141658,0.36563209,0.44671521,0.37849468,0.39604257
243,-0.00811104,-0.00220635,0.18789453,-0.00433564,-0.00316166,0.20828123,0.50011181,0.43613236,0.46885569,0.48801759,0.43722454,0.46095778
244,0.00550079,-0.00094,-0.21954991,0.00510409,0.00117568,-0.22499455,0.4918948,0.38978267,0.44192365,0.48259155,0.40321049,0.43924016
245,0.00101796,-0.0024147,-0.24398528,0.00323728,-0.00484485,-0.43985703,0.50773811,0.4064528,0.45072964,0.51991776,0.44350068,0.47086683
246,0.01666441,0.00719026,0.17999549,0.02839075,0.01024238,0.1460363,0.44026056,0.37547521,0.4047531,0.4224989,0.36913386,0.39159479
247,-0.01237263,0.00264719,0.28873107,-0.00902623,0.00268881,0.35050431,0.43943544,0.36169192,0.3853929,0.45431936,0.39706419,0.40601
248,0.0138624,0.00540102,-0.17743606,0.01768923,0.00804668,-0.25126901,0.4086083,0.34993096,0.37832053,0.39256824,0.34529192,0.36757641
249,-0.0098234,-0.00256981,-0.19001789,-0.01350543,-0.00132665,-0.18172765,0.51136102,0.39823486,0.45383031,0.50393535,0.41362053,0.45807587
250,0.01110556,0.00667491,0.06656823,0.02441336,0.00682656,-0.16488349,0.42345467,0.37419073,0.39967958,0.40945426,0.36801971,0.38884137
251,-0.00441503,0.00319181,0.08071424,-0.00261385,0.00252345,0.02826279,0.34783438,0.29056405,0.3086664,0.36426708,0.32213743,0.32648594
252,-0.02238816,-0.00079034,0.11824843,-0.02339916,-0.00372026,0.06619848,0.53464325,0.41781169,0.47645592,0.54261211,0.45254501,0.49332687
253,0.01621654,0.00384229,-0.10625169,0.01836287,0.00685185,-0.10429752,0.51299534,0.40269813,0.45387384,0.51165615,0.42526797,0.46495016
254,0.00588223,0.01337636,0.16568844,0.00746905,0.01876191,0.23624611,0.52536431,0.39028544,0.44441079,0.55470864,0.45919186,0.48914437
255,-0.00274635,0.00146898,0.09577915,-0.00138951,0.00074229,0.081818,0.33253497,0.24878319,0.27486111,0.36307958,0.30890698,0.31359132
256,0.00519227,0.00086285,-0.23845722,0.01060956,0.00308852,-0.38652007,0.40994773,0.35993745,0.37694067,0.42516705,0.38784248,0.39183627
257,0.00874345,0.00711902,0.10054435,0.00908962,0.00863151,0.13541868,0.30876241,0.28712664,0.30057527,0.32243309,0.30855308,0.31223738
258,0.03304852,0.00726136,-0.04170671,0.044493,0.00931421,-0.18090085,0.42299793,0.37636746,0.40554826,0.39345819,0.35436428,0.38027646
259,0.00414584,-0.0019596,-0.22893218,0.01195795,0.00089392,-0.29705434,0.34632223,0.3057885,0.32524085,0.31754374,0.2823783,0.30174474
260,0.01615148,0.00481847,0.04330787,0.00829385,0.00466302,0.15091746,0.47576956,0.41345695,0.43489833,0.49492949,0.44922781,0.45521259
261,-0.00638487,0.00232886,0.15662597,-0.01007874,0.00060242,0.19228216,0.45810084,0.34209799,0.39109858,0.48557691,0.40680245,0.43114359
262,0.00619331,-0.00209623,-0.07619966,0.00020944,-0.00558589,-0.12862765,0.44918041,0.38175194,0.4122063,0.44304331,0.38933538,0.40908803
263,0.00846813,-0.00213092,-0.21585613,0.00843222,-0.00295617,-0.27425241,0.37067717,0.30242304,0.33678209,0.35562413,0.30221981,0.32736081
264,0.00219185,-0.00623461,-0.11346028,0.00526546,-0.0084694,-0.18739779,0.45506355,0.40822708,0.43272507,0.4339866,0.3932455,0.41377366
265,0.01624906,0.00774913,0.07852588,0.02276957,0.00898453,-0.03021656,0.55903182,0.44952299,0.49881954,0.57057148,0.48494558,0.51758552
266,0.01128558,0.00583089,-0.00326173,0.01096271,0.00985661,0.06002354,0.54743298,0.46246689,0.5008562,0.55412108,0.48901007,0.51105566
267,-0.01499992,-0.00613854,-0.03772424,-0.02205427,-0.00558205,0.09231624,0.48430653,0.39608564,0.43485213,0.48773661,0.41922437,0.44387294
268,-0.02064356,-0.01269775,-0.45832289,-0.03395638,-0.0195097,-0.63154654,0.47255269,0.37939977,0.41053262,0.50236207,0.43601972,0.4460215
269,-0.00462557,0.00202083,0.07021913,-0.00538748,0.00364463,0.12695053,0.50419716,0.41449016,0.45146817,0.51219939,0.44503144,0.46774938
270,0.00128996,-0.00115007,0.12358183,0.00253237,-0.00108901,0.18712993,0.45650464,0.40868624,0.43422676,0.439464,0.4004896,0.42084064
271,-0.00727543,-0.00143027,0.02452016,-0.01130436,-0.00334283,0.03004079,0.28225417,0.26451125,0.27663204,0.29581088,0.28494046,0.28773375
272,0.00460519,0.0009095,-0.0528058,0.00753246,0.00147187,-0.10720044,0.26792248,0.20751793,0.22801578,0.28798741,0.24770699,0.25299906
273,-0.00435943,-0.00290766,-0.04075437,-0.00527427,-0.00336614,-0.02926122,0.2610036,0.17535709,0.1956086,0.28234156,0.22244578,0.22613341
274,-0.00991737,0.00014179,0.25042876,-0.01134498,-0.00073971,0.34789957,0.44388618,0.39012195,0.41589921,0.43881299,0.39854297,0.41539188
275,-0.00162186,-0.00065389,-0.07746642,-0.00296309,-9.717e-05,-0.10777348,0.46685547,0.33926541,0.39436522,0.47489357,0.3777865,0.41532085
276,0.00419684,-0.00382541,-0.13506213,-5.471e-05,-0.00512062,-0.12349048,0.37109371,0.28449533,0.31640502,0.38651615,0.32580571,0.34341465
277,-0.00760422,0.00139678,-0.123151,-0.00728045,0.00396998,-0.12017214,0.50315116,0.39526779,0.44122289,0.51794581,0.43462127,0.46161398
278,0.00980114,0.00984603,0.19691232,0.01794401,0.01340255,0.18999207,0.48950144,0.39725491,0.44714402,0.47291992,0.40153178,0.44110846
279,0.01602109,-0.0008818,-0.1548699,0.01751754,-0.00289049,-0.24584319,0.53386767,0.43313922,0.47943781,0.5494586,0.47367515,0.4990449
280,0.00042521,-0.00554151,-0.19381199,-0.00885559,-0.00701334,-0.13256218,0.44755361,0.3751534,0.40371901,0.47803196,0.43000356,0.43706614
281,-0.00851862,-0.00186101,0.03017542,-0.01179981,-0.00658978,-0.09423443,0.38075635,0.32066518,0.33942311,0.40062898,0.35761189,0.36110069
282,0.01749313,-0.00011219,-0.12888015,0.02369748,0.00039219,-0.25526179,0.39856264,0.36588684,0.3819999,0.38487384,0.35815029,0.37102903
283,0.0123323,0.00795871,0.12169625,0.01263683,0.00912174,0.14987367,0.3764631,0.32035868,0.34925243,0.35505697,0.30947411,0.3338754
284,-0.00778376,-0.00463399,0.11087683,-0.01136739,-0.00485415,0.2721867,0.44694192,0.36607661,0.39900489,0.44216933,0.38004482,0.40094942
285,0.00287377,-0.00392072,-0.10887168,0.00294621,-0.00184308,-0.0279972,0.41578083,0.37228695,0.39573121,0.40667682,0.37227477,0.38849808
286,-0.01203313,-0.00655172,-0.29719368,-0.01237776,-0.00406466,-0.27591218,0.37719539,0.33445363,0.35811001,0.38840206,0.35715556,0.36938419
287,-0.00198794,-0.00010851,-0.01386341,-0.0011164,-0.00192325,-0.10773741,0.3760984,0.32951559,0.35524339,0.36963769,0.33572698,0.35216801
288,-0.0019731,0.00355108,0.23914859,0.00583144,0.00677665,0.31919334,0.3609175,0.31251824,0.33655069,0.34023695,0.30052872,0.32066748
289,0.00140745,0.00505114,0.10007546,0.0070406,0.00687252,0.08551411,0.45877951,0.3924568,0.42192708,0.45523757,0.40325464,0.42161537
290,-0.00056382,-0.00230843,-0.04642121,0.00548508,-0.00599793,-0.25049025,0.39492112,0.30901774,0.34374521,0.38368494,0.31327917,0.33878593
291,0.00245446,-0.00644724,-0.20148332,0.00521482,-0.00778589,-0.28761478,0.46262113,0.4151273,0.43907454,0.44664809,0.40771677,0.4263486
292,-0.0026396,-0.00209944,-0.06028149,-0.00094335,-0.00263959,-0.10544122,0.41013755,0.34404308,0.3751825,0.39676959,0.34582991,0.36811608
293,-0.01058372,-2.82e-05,0.0903093,-0.00865067,0.00056181,0.11612556,0.48718654,0.4091329,0.44219143,0.48309521,0.42196563,0.44320719
294,0.00016254,0.0017208,0.09064299,0.00262225,-0.00270976,-0.09779246,0.40700646,0.33495799,0.35843222,0.43227493,0.38213449,0.38735664
295,0.02919353,0.00742308,-0.10029048,0.04196669,0.01197345,-0.20272215,0.46640422,0.42554544,0.44621194,0.43806515,0.39971038,0.42023464
296,0.0097981,0.00369243,0.15293476,0.01379222,0.00193448,0.03280287,0.56885906,0.4725186,0.51471526,0.57785194,0.50299855,0.53098445
297,0.00820016,0.00039804,-0.10494951,0.00720557,0.00342356,-0.02142464,0.3274764,0.27467505,0.29889129,0.30928859,0.26816867,0.28770124
298,0.00182584,0.00362669,0.04731937,0.00730736,0.00201228,-0.1271998,0.41533243,0.36662058,0.38172224,0.42381887,0.38709468,0.39229471
299,0.01436785,0.00207834,-0.18681642,0.01759815,0.00423984,-0.25058287,0.32679442,0.23792857,0.26225584,0.35236362,0.29164924,0.29640261
300,-0.00310997,-0.00172133,0.12552986,0.00097701,-0.00196909,0.15040626,0.53276822,0.4256075,0.47690677,0.53564211,0.45017106,0.48675633
301,-0.00191894,0.00277204,0.17716262,0.00114553,0.00196858,0.15859339,0.40395212,0.3306185,0.35672092,0.42564112,0.37379007,0.38162916
302,-0.01008102,-0.00157123,-0.04052661,-0.00698514,-0.00203408,-0.10216226,0.40451144,0.32031558,0.3595057,0.40284943,0.34045004,0.36844815
303,0.03245015,0.00308718,-0.27032167,0.04348743,0.00626968,-0.43255564,0.43137878,0.37892979,0.39489158,0.42705252,0.38144723,0.39100933
304,-0.00391855,0.00312073,0.32537592,-0.01020653,0.00493803,0.58619631,0.40778858,0.33180779,0.36362149,0.41980775,0.36553716,0.38327822
305,0.01001416,0.00105884,-0.25429435,0.02101697,0.00335454,-0.46027237,0.47482804,0.42874093,0.45159239,0.45849004,0.42093458,0.43892491
306,0.02387133,-0.00040488,-0.17982548,0.0277191,5.983e-05,-0.26878763,0.42318891,0.34606308,0.39172291,0.39656128,0.33825029,0.3743825
307,-0.01246695,-0.00229104,-0.09342562,-0.01825449,-0.00285876,-0.05897616,0.33399586,0.25832085,0.28195195,0.35897825,0.30778739,0.3127749
308,-0.01246901,-0.00563093,-0.13239634,-0.00490253,-0.00484642,-0.17937344,0.4513364,0.38152272,0.4121703,0.44780562,0.394693,0.41365626
309,-0.00136762,0.00355157,0.04118571,0.00202262,0.00160552,-0.09042786,0.47819485,0.38609403,0.4271517,0.48782101,0.42020047,0.44583986
310,0.01541578,0.00280804,-0.20372968,0.02081755,0.00493031,-0.29277013,0.42122912,0.35981341,0.38313567,0.43566169,0.39025644,0.39845979
311,-0.02484377,-0.0020676,0.34531715,-0.02912095,-0.00579941,0.43732866,0.40349504,0.34462951,0.36561553,0.4228413,0.38188868,0.38698703
312,-0.01453395,-0.00122914,0.09166787,-0.01577687,-0.00315862,0.08368455,0.45099622,0.31543977,0.36518306,0.4783353,0.38397828,0.41165337
313,0.00225732,0.00013341,-0.20255595,0.0037017,-0.00057041,-0.37929911,0.44960767,0.38042651,0.40480281,0.47160455,0.42289445,0.42935523
314,0.01003426,0.00318588,-0.07763412,0.01469629,0.00393128,-0.17547702,0.34300959,0.26973109,0.30084044,0.31386279,0.25439279,0.28265833
315,0.01527688,-0.00117506,-0.1601411,0.02138057,-0.00218038,-0.32200454,0.36027718,0.29761092,0.32081616,0.3599351,0.31141286,0.32521621
316,-0.00119102,-0.00014083,0.13369498,0.00050574,-0.00065446,0.18525669,0.47953075,0.36357613,0.41387605,0.48991489,0.40129746,0.43418309
317,-0.00706696,-0.00577328,-0.17487025,-0.00884782,-0.00665966,-0.20221122,0.25979858,0.19143344,0.21919097,0.2279435,0.17427324,0.20013927
318,-0.01652062,-0.00019318,0.30176024,-0.01591755,-0.00167183,0.39698982,0.53379681,0.44597423,0.48419405,0.5441079,0.4767251,0.49909563
319,-0.00435838,0.00116181,0.03021585,-0.0055447,0.00013406,-0.01372928,0.26479102,0.2443584,0.25842435,0.27728468,0.26348117,0.26778962
320,-0.00340492,0.00162471,0.07361871,0.00327201,0.00448332,0.06083535,0.51945291,0.42354213,0.46508219,0.52970297,0.45600244,0.47973057
321,-0.00075458,0.00403267,-0.01263336,0.00230359,0.0084281,0.06578603,0.4814832,0.36859025,0.40915624,0.50243002,0.41977389,0.44086436
322,0.03894421,0.00667645,-0.14528961,0.04867254,0.0091877,-0.28220004,0.44133349,0.3800623,0.4050834,0.42272402,0.3694824,0.39003282
323,-0.00729364,-0.0002033,0.0526392,-0.00814337,-0.00075262,0.06869697,0.29708876,0.23164892,0.25242207,0.31019635,0.26280343,0.27066082
324,-0.00217285,0.00327854,0.15891726,-0.00044153,0.00390283,0.17408278,0.35904,0.29802964,0.32885322,0.33159262,0.28068672,0.30825245
325,0.01079772,-7.375e-05,-0.0646675,0.01503878,0.00326815,0.00257011,0.42205138,0.33090717,0.37336296,0.40441015,0.33145835,0.36756112
326,0.01109262,0.00778487,0.12071298,0.01560804,0.01061278,0.16665186,0.44245059,0.39123174,0.41633438,0.42341386,0.37925821,0.39965585
327,0.00172186,-0.00504416,-0.32440392,0.00487025,-0.0082096,-0.58020469,0.40033107,0.27723525,0.325304,0.40027414,0.3064001,0.34141408
328,0.01344066,0.00330153,-0.11842704,0.01915005,0.00935048,-0.04006527,0.38025472,0.29128396,0.31820908,0.40489165,0.34044359,0.34824686
329,0.00298873,0.00047347,0.01868424,0.00505061,0.00022314,0.00972916,0.45835397,0.37533029,0.40439346,0.47407517,0.41108492,0.42428103
330,0.00658295,0.00207063,0.00813196,0.00428228,0.00517844,0.14778779,0.44324734,0.35669603,0.39343534,0.44719941,0.38106676,0.40251395
331,0.02434256,0.00613187,-0.12935567,0.03268212,0.00927058,-0.23954074,0.4310839,0.30332199,0.3575262,0.45185018,0.36324497,0.39519692
332,0.01324366,-0.00384721,-0.49114646,0.01613675,-0.00121379,-0.64357429,0.51505837,0.42439256,0.46333734,0.52519429,0.45509922,0.47703447
333,-0.0191844,0.00209646,0.25885474,-0.01181312,0.00454353,0.28986701,0.4728523,0.4169467,0.45014179,0.45705131,0.41416722,0.43929192
334,0.00966515,0.00066566,0.15085295,0.00987891,-0.00230918,0.15540199,0.34257296,0.3066595,0.32692982,0.3433052,0.317906,0.32873895
335,-0.00045363,0.00071575,-0.00295506,-0.00041737,0.00060273,0.00692002,0.34437352,0.25512633,0.28508369,0.36341022,0.30099842,0.31244938
336,-0.00753414,-0.00708911,0.07870438,-0.00813492,-0.00897575,0.17463458,0.57441109,0.51156465,0.54174891,0.57071928,0.51925948,0.53815163
337,0.0007919,-0.00161335,0.23981308,-0.00275921,-0.00645133,0.26448012,0.37215199,0.2706789,0.30782731,0.38845459,0.31705337,0.33876029
338,-0.00237222,0.00801618,0.06746966,0.01009506,0.00901293,-0.09244268,0.42334976,0.38597163,0.40745731,0.41011881,0.37986305,0.39565482
339,0.00849077,0.00463323,0.01473045,0.0103691,0.00522608,-0.02122454,0.37980383,0.32352571,0.34434618,0.39798505,0.35896342,0.3648309
340,-0.01262063,-0.00546709,-0.10220931,-0.02031253,-0.01117303,-0.191152,0.4846253,0.40369154,0.4441273,0.47697706,0.41545137,0.44499829
341,-0.01708611,-0.00712511,-0.22997985,-0.02166004,-0.01077349,-0.35842445,0.44507298,0.33651586,0.3719734,0.47687135,0.40064643,0.41336166
342,0.01428293,0.00176815,-0.17544563,0.0176561,0.00456827,-0.19631873,0.5054187,0.41828053,0.45596823,0.51051621,0.44320517,0.46519103
343,-0.00706735,-0.00224814,-0.16256875,0.00355784,0.00220216,-0.20044883,0.53289389,0.44068163,0.48065757,0.54265626,0.47138435,0.49499816
344,-0.00239692,-0.00058765,-0.01104975,-0.00100371,-0.0009347,-0.04410111,0.43176839,0.38195925,0.40583876,0.41243376,0.37132583,0.39053026
345,-0.00762298,0.00162975,0.13977012,-0.00658021,-0.00133865,0.04786475,0.46329115,0.3923962,0.42472414,0.46185594,0.40856038,0.42795715
346,-0.00437293,0.00544818,0.24925506,0.00324758,0.00664195,0.25024791,0.40281796,0.35331476,0.37963294,0.35292308,0.30714398,0.33709259
347,0.00535882,0.00469029,0.31270473,0.00800632,0.00705359,0.48882111,0.53598121,0.42607851,0.46621326,0.55848326,0.47876469,0.49966291
348,0.00386183,0.00224416,-0.12667192,0.00845815,0.00190045,-0.28950399,0.50208838,0.41800756,0.4576526,0.50113636,0.43675288,0.46424953
349,0.00982786,0.00341806,-0.01540523,0.01688176,0.00618548,-0.03061047,0.4496239,0.31401488,0.3641416,0.47942691,0.38687035,0.41372796
350,0.0253055,0.00667859,-0.04827951,0.03526454,0.00907217,-0.17781313,0.39709911,0.3711736,0.38546025,0.40461739,0.38501637,0.39087742
351,-0.00024196,0.00274934,0.00869704,-0.00378817,0.00324558,0.03833585,0.41414101,0.31650589,0.34973501,0.44647387,0.37974998,0.38925441
352,0.0089781,0.00364467,-0.15014529,0.0143174,0.00804606,-0.16781786,0.43810844,0.34229482,0.37934783,0.44511829,0.37165423,0.3931862
353,0.00187036,-0.00125573,0.14207855,0.00161776,0.00041864,0.31046474,0.43044379,0.38424568,0.40530073,0.42585564,0.3890682,0.40219723
354,-0.00845671,-0.00624203,-0.34393099,-0.01104293,-0.00835032,-0.50366985,0.31522559,0.25448725,0.2726526,0.33744766,0.29637179,0.2990415
355,0.0087062,0.00167651,-0.08753921,0.00714228,0.00311134,-0.08245545,0.42571619,0.37286107,0.3984757,0.41233365,0.36890537,0.38791304
356,0.00996504,0.00397378,-0.18798138,0.01725717,0.0111536,-0.15272456,0.52599263,0.43373181,0.47869957,0.52875214,0.45954946,0.48990825
357,-0.01389933,0.00182043,0.07628342,-0.01594955,0.00152556,0.08132605,0.3779839,0.29015094,0.32842375,0.36782302,0.29962738,0.32640373
358,-0.00585776,-0.003007,-0.04530385,-0.00511725,-0.0064249,-0.16093012,0.46211117,0.35101558,0.40111654,0.46724798,0.38453713,0.41790784
